TaxNumCl_2023,Taxonomy,Common_Name,AlphaCode,Scientific_Name,NFA_new,NFA_min,NFA_max,NFA_Score,NFA_Uncertainty_pct,DFA_new,DFA_min,DFA_max,DFA_Score,DFA_Uncertainty_pct,FA_N&D,FA24,FA24_min,FA24_max,FA,FA_litSourceNo,FA_litSourceNo_rescaled,FA_valueRangeDif,FA_actVSsimSpp,uFA,uFA_old,FA_Reference,RSZt_new,RSZt_min,RSZt_max,RSZt_litSourceNo,RSZt_litSourceNo_rescaled,RSZt_valueRangeDif,RSZt_actVSsimSpp,uRSZt,RSZt_Score,RSZt_Uncertainty_pct,RSZt_Reference,MA_new,MA_min,MA_max,MA_litSourceNo,MA_litSourceNo_rescaled,MA_valueRangeDif,MA_actVSsimSpp,uMA,MA_Collision_Score,MA_Uncertainty_pct,MA_Reference,CV_new,uCV,CV_Best_Estimate_old,uCV_old
6409,Gulls,Black-legged Kittiwake,BLKI,Rissa tridactyla,0.033,0.033,NA,3,0.250,0.625,0.480,0.770,3,0.250,NA,0.310,0.310,NA,0.310,1,0.833,0.000,0.250,0.361,0.250,Bonnet-Lebrun et al. 2021,0.157,0.043,0.770,11,0.000,0.727,0.250,0.326,5,0.25,"Bradbury et al. 2014, Borkenhagen et al. 2018, Busch and Garthe 2018, Cook et al. 2012, Cook et al. 2018, Furness et al. 2013, Humphries et al. 2023, Johnston et al. 2014, Johnston and Cook 2016, Skov et al. 2018",0.420,0.000,0.750,4,0.333,0.750,0.250,0.444,1,0.500,"Cook et al. 2012, Peschko et al. 2020b, Skov et al. 2018, Vanermen et al. 2017",0.02823,0.052,9.000,0.031
6415,Gulls,Sabines Gull,SAGU,Xema sabini,NA,NA,NA,2,0.500,0.780,0.650,0.910,3,0.500,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.500,0.372,0.500,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.070,0.038,0.180,5,0.167,0.142,0.500,0.270,5,0.25,"similar spp: BHGU: Furness et al. 2013; BHGU/LIGU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; gull spp: Cook et al. 2018",0.283,0.000,0.890,4,0.333,0.890,0.500,0.574,2,0.500,"similar spp: small gulls: Cook et al. 2014; gulls: Cook et al. 2012, Krijgsveld et al. 2011; LIGU: Vanermen et al. 2017",0.01333,0.058,9.330,0.063
6422,Gulls,Bonapartes Gull,BOGU,Chroicocephalus philadelphia,NA,NA,NA,2,0.500,0.365,0.320,0.410,3,0.500,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.500,0.372,0.500,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.070,0.038,0.180,5,0.167,0.142,0.500,0.270,5,0.25,"similar spp: BHGU: Furness et al. 2013; BHGU/LIGU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; gull spp: Cook et al. 2018",0.283,0.000,0.890,4,0.333,0.890,0.500,0.574,2,0.500,"similar spp: small gulls: Cook et al. 2014; gulls: Cook et al. 2012, Krijgsveld et al. 2011; LIGU: Vanermen et al. 2017",0.01333,0.058,9.330,0.063
6470,Gulls,Heermanns Gull,HEEG,Larus heermanni,NA,NA,NA,2,0.500,0.230,0.140,0.320,3,0.500,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.500,0.372,0.500,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.660,10,0.000,0.622,0.500,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; COGU:  BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0.000,0.639,4,0.333,0.639,0.500,0.491,2,0.500,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,9.330,0.063
6477,Gulls,Short-billed Gull,SBIG,Larus brachyrhynchus,NA,NA,NA,2,0.500,0.340,0.320,0.340,3,0.500,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.500,0.372,0.500,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.660,10,0.000,0.622,0.500,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; COGU: BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0.000,0.639,4,0.333,0.639,0.500,0.491,2,0.500,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,9.330,0.063
6479,Gulls,Ring-billed Gull,RBGU,Larus delawarensis,NA,NA,NA,3,0.500,0.320,0.320,NA,3,0.500,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.500,0.372,0.500,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.660,10,0.000,0.622,0.500,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; COGU: BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0.000,0.639,4,0.333,0.639,0.500,0.491,2,0.500,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,10.000,0.063
6485,Gulls,Western Gull,WEGU,Larus occidentalis,NA,NA,NA,3,0.500,0.335,0.220,0.530,3,0.500,NA,0.105,0.105,NA,0.105,1,0.833,0.000,0.250,0.361,0.500,Shaffer et al. 2017,0.350,0.038,0.473,9,0.000,0.435,0.500,0.312,5,0.10,"similar spp: HEEG/GBBG: Borkenhagen et al. 2018, Bradbury et al. 2014, Johnston and Cook 2016; GBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Skov et al. 2018; SBGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0.000,0.473,3,0.500,0.473,0.500,0.491,1,0.500,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; GBBG: Cook et al. 2014, Skov et al. 2018",0.02582,0.055,9.000,0.025
6539,Gulls,California Gull,CAGU,Larus californicus,NA,NA,NA,2,0.500,0.370,0.240,0.500,3,0.500,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.500,0.372,0.500,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.660,10,0.000,0.622,0.500,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0.000,0.639,4,0.333,0.639,0.500,0.491,2,0.500,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,9.330,0.063
6496,Gulls,Herring Gull,HERG,Larus argentatus,NA,NA,NA,3,0.250,0.460,0.320,0.460,2,0.500,NA,0.150,0.150,NA,0.150,1,0.833,0.000,0.250,0.361,0.375,VanDonk et al. 2018,0.350,0.038,0.730,8,0.000,0.692,0.500,0.397,5,0.10,"Bradbury et al. 2014, Borkenhagen et al. 2018, Cook et al. 2012, Furness et al. 2013, Johnston and Cook 2016, Skov et al. 2018; similar spp: Cook et al. 2018",0.298,0.000,0.473,3,0.500,0.473,0.500,0.491,1,0.500,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; GBBG: Cook et al. 2014, Skov et al. 2018",0.03688,0.070,9.670,0.019
6553,Gulls,Iceland Gull,ICGU,Larus glaucoides,NA,NA,NA,2,0.500,0.320,0.320,NA,3,0.500,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.500,0.372,0.500,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.660,10,0.000,0.622,0.500,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; COGU: BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0.000,0.639,4,0.333,0.639,0.500,0.491,2,0.500,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,9.330,0.063
6543,Gulls,Glaucous-winged Gull,GWGU,Larus glaucescens,NA,NA,NA,3,0.500,0.560,0.400,0.620,3,0.500,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.500,0.372,0.500,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.350,0.038,0.473,9,0.000,0.435,0.500,0.312,5,0.10,"similar spp: HEEG/GBBG: Borkenhagen et al. 2018, Bradbury et al. 2014, Johnston and Cook 2016; GBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Skov et al. 2018; SBGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0.000,0.473,4,0.333,0.473,0.500,0.435,1,0.500,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; GBBG: Cook et al. 2014, Skov et al. 2018",0.06577,0.050,9.000,0.025
6638,Terns,Least Tern,LETE,Sternula antillarum,NA,NA,NA,1,0.500,0.610,0.610,NA,5,0.500,NA,0.380,0.354,0.406,0.380,1,0.833,0.052,0.500,0.462,0.500,similar spp: CATE: Rueda-Uribe et al. 2022,0.060,0.036,0.100,5,0.167,0.064,0.500,0.244,5,0.25,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01171,0.047,8.330,0.063
6649,Terns,Gull-billed Tern,GBTE,Gelochelidon nilotica,NA,NA,NA,1,0.500,0.775,0.680,0.870,5,0.500,NA,0.380,0.354,0.406,0.380,1,0.833,0.190,0.500,0.508,0.500,similar spp: CATE: Rueda-Uribe et al. 2022,0.060,0.036,0.100,5,0.167,0.064,0.500,0.244,5,0.25,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01171,0.052,11.000,0.063
6657,Terns,Caspian Tern,CATE,Hydroprogne caspia,NA,NA,NA,5,0.100,0.865,0.800,0.930,5,0.100,NA,0.380,0.354,0.406,0.380,1,0.833,0.130,0.250,0.404,0.100,Rueda-Uribe et al. 2022,0.078,0.037,0.505,5,0.167,0.467,0.500,0.378,5,0.50,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Harwood et al. 2018, Johnston et al. 2014, Robinson Willmott et al. 2013, Thaxter et al. 2015",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01513,0.064,11.000,0.025
6664,Terns,Black Tern,BLTE,Chlidonias niger,NA,NA,NA,1,0.500,0.775,0.680,0.870,5,0.500,NA,0.380,0.354,0.406,0.380,1,0.833,0.190,0.500,0.508,0.500,similar spp: CATE: Rueda-Uribe et al. 2022,0.060,0.036,0.100,5,0.167,0.064,0.500,0.244,5,0.25,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01171,0.052,8.330,0.063
6686,Terns,Common Tern,COTE,Sterna hirundo,NA,NA,NA,1,0.500,0.750,0.590,0.910,5,0.500,NA,0.380,0.354,0.406,0.380,1,0.833,0.320,0.500,0.551,0.500,similar spp: CATE: Rueda-Uribe et al. 2022,0.100,0.074,0.127,3,0.500,0.053,0.250,0.268,5,0.50,"Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01952,0.062,11.000,0.125
6672,Terns,Arctic Tern,ARTE,Sterna paradisaea,NA,NA,NA,1,0.500,0.950,0.910,0.980,5,0.500,NA,0.380,0.354,0.406,0.380,1,0.833,0.070,0.500,0.468,0.500,similar spp: CATE: Rueda-Uribe et al. 2022,0.014,0.000,0.028,2,0.667,0.028,0.250,0.315,5,0.50,"Cook et al. 2012, Johnston et al. 2014",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.00273,0.062,11.000,0.125
6670,Terns,Forsters Tern,FOTE,Sterna forsteri,NA,NA,NA,1,0.500,0.690,0.400,0.980,5,0.500,NA,0.380,0.354,0.406,0.380,1,0.833,0.580,0.500,0.638,0.500,similar spp: CATE: Rueda-Uribe et al. 2022,0.078,0.037,0.505,5,0.167,0.467,0.500,0.378,5,0.50,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Robinson Willmott et al. 2013",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01513,0.101,11.000,0.125
6725,Terns,Royal Tern,ROYT,Thalasseus maximus,NA,NA,NA,1,0.500,0.820,0.770,0.870,5,0.500,NA,0.380,0.354,0.406,0.380,1,0.833,0.100,0.500,0.478,0.500,similar spp: CATE: Rueda-Uribe et al. 2022,0.100,0.036,0.320,7,0.000,0.284,0.500,0.261,5,0.50,"similar spp: Borkenhagen et al. 2018, Bradbury et al. 2014, Cook et al. 2012, Fijn and Collier 2022, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01952,0.052,10.000,0.125
6718,Terns,Elegant Tern,ELTE,Thalasseus elegans,NA,NA,NA,1,0.500,0.770,0.670,0.870,5,0.500,NA,0.380,0.354,0.406,0.380,1,0.833,0.200,0.500,0.511,0.500,similar spp: CATE: Rueda-Uribe et al. 2022,0.100,0.036,0.320,7,0.000,0.284,0.500,0.261,5,0.50,"similar spp: Borkenhagen et al. 2018, Bradbury et al. 2014, Cook et al. 2012, Fijn and Collier 2022, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01952,0.056,10.330,0.125
6567,Terns,Black Skimmer,BLSK,Rynchops niger,NA,NA,NA,1,0.500,0.865,0.800,0.930,5,0.100,NA,0.380,0.354,0.406,0.380,1,0.833,0.130,0.500,0.488,0.300,similar spp: CATE: Rueda-Uribe et al. 2022,0.078,0.037,0.505,5,0.167,0.467,0.500,0.378,5,0.50,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013,  Johnston et al. 2014, Robinson Willmott et al. 2013",0.486,0.280,0.700,4,0.333,0.420,0.500,0.418,1,0.500,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01513,0.077,9.000,0.075
6398,Alcids,Guadalupe Murrelet,GUMU,Synthliboramphus hypoleucus,0.027,0.000,0.054,2,NA,0.155,0.130,0.180,1,NA,0.091,NA,0.033,0.038,0.091,6,0.000,0.050,0.500,0.183,0.000,"Adams et al. 2016, Drew et al. 2005, Takekawa et al. 2017; similar spp: COMU: Dunn et al. 2020; LIAU: Jakubas et al. 2014; RAZO: Benvenuti et al. 2001",0.020,0.003,0.030,4,0.333,0.027,0.500,0.287,1,0.50,"similar spp: LIAU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; COMU: Furness et al. 2013",0.680,0.180,0.720,7,0.000,0.540,0.500,0.347,1,0.250,"similar spp: alcids: Cook et al. 2012, Krijgsveld et al. 2011; COMU: Vanermen et al. 2016, Vanermen et al. 2017, Peschko et al. 2020a, Peschko et al. 2020b, Vanermen et al. 2022",0.00058,0.018,NA,0.000
6895,Storm-Petrels,Townsends Storm-Petrel,TOSP,Hydrobates socorroensis,0.727,0.727,NA,4,NA,0.313,0.313,NA,3,NA,0.520,NA,0.500,0.710,0.520,1,0.833,0.667,0.250,0.583,NA,Medrano et al. 2024,0.016,0.013,0.020,2,0.667,0.008,0.500,0.391,1,0.10,similar spp: EUSP: Deakin et al. 2022; LESP/EUSP: Bradbury et al. 2014,0.390,0.280,0.500,2,0.667,0.220,0.500,0.462,NA,NA,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.00515,0.106,NA,0.000
7177,Boobies,Masked Booby,MABO,Sula dactylatra,0.065,0.010,0.120,NA,NA,0.580,0.580,NA,NA,NA,0.323,NA,NA,NA,0.323,2,0.667,0.110,0.500,0.426,NA,"Weimerskirch et al. 2008, similar spp: Adams et al. 2020",0.126,0.027,0.315,8,0.000,0.288,0.500,0.263,NA,NA,"similar spp: RFBO/BRBO: Adams et al. 2020; NOGA: Bradbury et al. 2014, Borkenhagen et al. 2018, Cook et al. 2018, Humphries et al. 2023, Johnston et al. 2014, Johnston and Cook 2016, Skov et al. 2018",0.865,0.640,0.970,10,0.000,0.330,0.750,0.360,NA,NA,"similar spp: NOGA: Cook et al. 2012, Cook et al. 2014, Gauld et al. 2022, Krijgsveld et al. 2011, Peschko et al. 2021, Rehfisch et al. 2014, Skov et al. 2018, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00549,0.040,NA,0.000
7183,Boobies,Nazca Booby,NABO,Sula granti,0.065,0.010,0.120,NA,NA,0.630,0.210,0.710,NA,NA,0.348,NA,NA,NA,0.348,8,0.000,0.500,0.500,0.333,NA,"Cuccaro Diaz et al. 2020, similar spp: Adams et al. 2020, MABO: Weimerskirch et al. 2008, BRBO: Kohno et al. 2019, RFBO: Weimerskirch et al. 2005, NOGA: Brabant and Vanermen 2020, Potiek et al. 2019, Furness et al. 2018",0.126,0.027,0.315,8,0.000,0.288,0.500,0.263,NA,NA,"similar spp: RFBO/BRBO: Adams et al. 2020; NOGA: Bradbury et al. 2014, Borkenhagen et al. 2018, Cook et al. 2018, Humphries et al. 2023, Johnston et al. 2014, Johnston and Cook 2016, Skov et al. 2018",0.865,0.640,0.970,10,0.000,0.330,0.750,0.360,NA,NA,"similar spp: NOGA: Cook et al. 2012, Cook et al. 2014, Gauld et al. 2022, Krijgsveld et al. 2011, Peschko et al. 2021, Rehfisch et al. 2014, Skov et al. 2018, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00591,0.032,NA,0.000
7186,Boobies,Blue-footed Booby,BFBO,Sula nebouxii,0.065,0.010,0.120,NA,NA,0.630,0.210,0.710,NA,NA,0.348,NA,NA,NA,0.348,8,0.000,0.500,0.500,0.333,NA,"Hernandez Diaz and Salazar Gomez 2020, similar spp: Adams et al. 2020, MABO: Weimerskirch et al. 2008, BRBO: Kohno et al. 2019, RFBO: Weimerskirch et al. 2005, NOGA: Brabant and Vanermen 2020, Potiek et al. 2019, Furness et al. 2018",0.126,0.027,0.315,8,0.000,0.288,0.500,0.263,NA,NA,"similar spp: RFBO/BRBO: Adams et al. 2020; NOGA: Bradbury et al. 2014, Borkenhagen et al. 2018, Cook et al. 2018, Humphries et al. 2023, Johnston et al. 2014, Johnston and Cook 2016, Skov et al. 2018",0.865,0.640,0.970,10,0.000,0.330,0.750,0.360,NA,NA,"similar spp: NOGA: Cook et al. 2012, Cook et al. 2014, Gauld et al. 2022, Krijgsveld et al. 2011, Peschko et al. 2021, Rehfisch et al. 2014, Skov et al. 2018, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00591,0.032,NA,0.000
7172,Boobies,Brown Booby,BRBO,Sula leucogaster,0.010,0.010,NA,NA,NA,0.445,0.210,0.680,NA,NA,0.228,NA,NA,NA,0.228,2,0.667,0.470,0.250,0.462,NA,"Adams et al. 2020, Drew et al. 2005",0.198,0.034,0.315,1,0.833,0.000,0.250,0.361,NA,NA,Adams et al. 2020,0.865,0.640,0.970,10,0.000,0.330,0.750,0.360,NA,NA,"similar spp: NOGA: Cook et al. 2012, Cook et al. 2014, Gauld et al. 2022, Krijgsveld et al. 2011, Peschko et al. 2021, Rehfisch et al. 2014, Skov et al. 2018, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00608,0.060,NA,0.000
7168,Boobies,Red-footed Booby,RFBO,Sula sula,0.120,0.120,NA,NA,NA,0.710,0.710,NA,NA,NA,0.415,NA,NA,NA,0.415,1,0.833,0.000,0.250,0.361,NA,Adams et al. 2020,0.198,0.027,0.315,1,0.833,0.000,0.250,0.361,NA,NA,Adams et al. 2020,0.865,0.640,0.970,10,0.000,0.330,0.750,0.360,NA,NA,"similar spp: NOGA: Cook et al. 2012, Cook et al. 2014, Gauld et al. 2022, Krijgsveld et al. 2011, Peschko et al. 2021, Rehfisch et al. 2014, Skov et al. 2018, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.01109,0.047,NA,0.000
6756,Tropicbirds,Red-billed Tropicbird,RBTR,Phaethon aethereus,0.170,0.170,NA,NA,NA,0.580,0.510,0.650,NA,NA,0.375,0.260,0.250,0.390,0.318,2,0.667,0.140,0.500,0.436,NA,"similar spp: RTTR: Adams et al. 2020, Bonnet-Lebrun et al. 2021",0.706,0.706,NA,1,0.833,0.000,0.500,0.444,NA,NA,similar spp: RTTR: Adams et al. 2020,0.235,0.180,0.290,1,0.833,0.110,0.250,0.398,NA,NA,Robinson Willmott et al. 2013,0.17148,0.077,NA,0.000
